"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 03 04:23:58 GMT 2023","Sat Jun 03 04:23:58 GMT 2023","19","","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Jun 03 04:23:52 GMT 2023","Sat Jun 03 04:23:58 GMT 2023","5644","","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Sat Jun 03 04:24:13 GMT 2023","Sat Jun 03 04:24:15 GMT 2023","1070","","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Jun 03 04:23:58 GMT 2023","Sat Jun 03 04:23:58 GMT 2023","37","","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Jun 03 04:23:58 GMT 2023","Sat Jun 03 04:24:13 GMT 2023","15797","","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
