"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 24 05:18:52 GMT 2022","Sat Sep 24 05:18:58 GMT 2022","5660","","theia-app.test.js","Theia app","","","should show main content panel",""
"passed","Sat Sep 24 05:19:13 GMT 2022","Sat Sep 24 05:19:13 GMT 2022","901","","theia-text-editor.test.js","Theia Text Editor","","","should be dirty after changing the file contents and clean after save",""
"passed","Sat Sep 24 05:18:58 GMT 2022","Sat Sep 24 05:18:58 GMT 2022","33","","theia-app.test.js","Theia app","","","should have menu bar items",""
"passed","Sat Sep 24 05:18:58 GMT 2022","Sat Sep 24 05:18:58 GMT 2022","15","","theia-app.test.js","Theia app","","","should show status bar",""
"passed","Sat Sep 24 05:18:58 GMT 2022","Sat Sep 24 05:19:13 GMT 2022","14785","","theia-text-editor.test.js","Theia Text Editor","","","should be visible and active after opening ""sample.txt""",""
